ts,cpu_load,cpu_freq,memory_usage,cpu_temp,gpu_memory_usage,gpu_load,gpu_temp,hashrate,unpaid
10/27/2021 08:03:03,12.9,910.03,2116947968,27.0,2903.0,1.0,35.0,,1207521681075139
10/27/2021 08:03:14,0.5,1103.44,1936973824,25.0,9.0,0.0,33.0,,1207521681075139
10/27/2021 08:03:24,1.0,925.3,1937924096,25.0,9.0,0.0,32.0,,1207521681075139
10/27/2021 08:03:34,0.1,816.65,1937866752,24.0,9.0,0.0,32.0,,1207521681075139
10/27/2021 08:03:45,0.1,848.72,1938264064,24.0,9.0,0.0,32.0,,1207521681075139
10/27/2021 08:03:55,2.9,908.37,2118070272,25.0,2903.0,1.0,37.0,,1207521681075139
10/27/2021 08:04:05,1.7,885.7,2117955584,25.0,2903.0,1.0,40.0,,1207521681075139
10/27/2021 08:04:16,0.8,1447.91,2073284608,25.0,2903.0,1.0,41.0,,1207521681075139
10/27/2021 08:04:26,2.4,912.98,2073264128,25.0,2903.0,1.0,43.0,,1207521681075139
10/27/2021 08:04:37,0.2,1634.65,2073468928,26.0,2903.0,1.0,45.0,,1207521681075139
10/27/2021 08:04:47,0.4,905.2,2072719360,25.0,2903.0,1.0,46.0,,1207521681075139
10/27/2021 08:04:57,0.3,900.33,2073886720,26.0,2903.0,1.0,47.0,,1207521681075139
10/27/2021 08:05:08,0.4,1143.95,2074443776,26.0,2903.0,1.0,48.0,,1213729370693102
10/27/2021 08:05:19,0.3,912.62,2074939392,26.0,2903.0,1.0,49.0,,1213729370693102
10/27/2021 08:05:29,0.3,837.41,2075947008,25.0,2903.0,1.0,50.0,,1213729370693102
10/27/2021 08:05:39,0.2,889.91,2074890240,26.0,2903.0,1.0,51.0,,1213729370693102
10/27/2021 08:05:50,0.2,841.11,2075033600,25.0,2903.0,1.0,52.0,,1213729370693102
10/27/2021 08:06:00,0.2,888.53,2074869760,26.0,2903.0,1.0,53.0,,1213729370693102
10/27/2021 08:06:10,0.3,971.64,2075373568,24.0,2903.0,1.0,53.0,,1213729370693102
10/27/2021 08:06:21,0.3,909.68,2075123712,25.0,2903.0,1.0,54.0,,1213729370693102
10/27/2021 08:06:31,0.3,873.15,2075660288,25.0,2903.0,1.0,55.0,,1213729370693102
10/27/2021 08:06:42,0.3,828.41,2075721728,26.0,2903.0,1.0,55.0,,1213729370693102
10/27/2021 08:06:52,0.2,838.3,2075574272,25.0,2903.0,1.0,56.0,,1213729370693102
10/27/2021 08:07:02,0.2,952.79,2075353088,26.0,2903.0,1.0,57.0,,1213729370693102
10/27/2021 08:07:13,0.2,826.48,2074476544,25.0,2903.0,1.0,57.0,,1213729370693102
